Protein,Gene,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Mild_1,Mild_2,Mild_3,Mild_4,Mild_5,Mild_6,Moderate_1,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Severe_1,Severe_2,Severe_3,Severe_4,Severe_5,Severe_6,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
IL13_HUMAN,IL13,11722.846694250817,11734.670649604679,15548.433754058966,12037.810834186053,17165.44803123381,14538.176013801196,11187.667650781474,15111.065578048187,0.0,12939.239315301647,12472.413645063,14846.433132138995,11675.057289148242,11793.259770564555,0.0,12252.08991912312,13613.64211113231,13820.721242766604,14801.863160008235,18117.484047146303,14690.570484722095,12373.853363712786,13629.726403773413,13203.941172313684,10936.433188607838,13898.99727325194,11102.067122499993,13648.30408180846,12665.805398127968,10509.9786250759
IL15_HUMAN,IL15,52598.67986157304,50821.12533146616,55181.94192441615,41661.158140210806,46057.55068446426,50728.96383563966,65626.63019531584,47184.18050259827,43914.845037003535,41721.51524652845,57748.44915381748,56007.47025782533,45230.004432836766,49477.30790224869,59645.825497101214,51266.392048248454,42297.49896690716,45138.435119029746,48902.6902210832,62948.52412299606,36925.345097606594,50665.36837069806,47457.58410839246,63418.710542612,52669.46970413606,46430.52637664901,46672.189446915414,46276.14038107655,50191.15775504939,51846.419319979614
IL17A_HUMAN,IL17A,0.0,0.0,84276.93451177691,0.0,75185.0600232387,59677.25377895179,0.0,75630.40479611019,74825.78178326666,94352.38092703692,74768.7980235,73787.34311355911,0.0,89649.09929595893,66039.25006309136,0.0,0.0,72734.5397813325,0.0,89238.76768895735,77359.76838632123,72309.26364935121,0.0,64849.42051599343,82539.86143672818,89726.98399211043,82688.8917931019,84407.86791245676,75635.06962857534,84578.3589973129
IL18_HUMAN,IL18,27287.155572204305,19224.717312549772,19281.638866716366,24056.503997510477,22755.319888854636,20446.956051741035,26872.317668267257,24637.977625998396,21708.422344838116,28584.189087784274,20404.97484180015,17505.204280503684,19349.822453300356,21643.75643835563,23980.145131498262,25469.841219378748,21312.665240558483,25942.66343333044,6344.670261064768,0.0,7667.925980863557,7445.800952681633,5778.744629275425,6664.001751118741,22554.914377624482,23218.14020313012,22022.998223190836,24748.648286216132,19263.938046056443,25371.22445085873
IL1B_HUMAN,IL1B,43488.5733082252,48883.67719317347,50641.360488986815,0.0,44839.175642929426,39180.94207538778,34538.96730485624,44969.944201724385,50057.576616863626,47879.63002384121,41081.45695203676,37172.293715886015,42329.91387438308,46420.44884921714,41242.31321522193,47703.73762420247,45790.15741232878,36008.85364639743,38283.769509830694,0.0,57064.06228610538,45286.745888982055,50114.575640729425,0.0,36523.328885712006,41679.50957022383,45721.811875799904,45433.213572971545,41743.55549061882,51904.441548283234
IL1R1_HUMAN,IL1R1,5764.230613366711,4827.352633991596,7699.708781929895,5970.814695344005,5192.32734823184,5491.391913399497,8347.993774731634,6220.264480361564,7531.187285327398,8930.222812949314,8653.738092194866,9001.741656585147,11554.296971765545,15317.177648154611,0.0,0.0,10612.06973990215,10336.80114891364,21852.07282953826,13496.174464544192,13925.236261484528,16878.98351214046,12960.673718894814,18454.223877876746,5678.3295189053115,5062.718453345695,5735.854854657955,5521.991375906661,5943.500532257633,4881.247751023031
IL4_HUMAN,IL4,18914.034013654546,0.0,0.0,0.0,19058.336553001565,0.0,17809.16227875977,0.0,0.0,0.0,0.0,19932.667498813833,0.0,0.0,0.0,0.0,0.0,18542.676395191884,0.0,0.0,0.0,0.0,19585.715075264136,0.0,21630.372256578125,21530.251502128645,16200.007235155741,28440.910242408852,23296.868449315163,19909.804042944827
IL6_HUMAN,IL6,35995.07405188996,35365.92419483724,41171.17523389923,33227.432819952424,31638.87891383566,34457.3231830686,27581.947887968454,0.0,34154.69436578345,39000.070573608595,25728.249795273314,29784.468489467,30878.27596757682,36715.689425700446,0.0,36598.23219161479,33611.75230640616,35764.82765264321,39165.68093646106,37145.214676430274,31954.908345071428,26813.165703940453,45502.33021162732,25132.797028224726,44501.88150608146,34466.31007522275,37831.2458338094,37016.25361103549,36237.30740885079,37344.27957601725
IL6R_HUMAN,IL6R,8523.589072453362,10123.412574693188,7306.037771828159,0.0,7286.245909070807,8490.016384140445,0.0,12211.272132828568,10335.239604831462,6877.135610352133,9875.8420320839,8698.173190961557,9563.759354182326,0.0,10095.795395188381,9130.499951918242,7498.046817141538,7769.193420236729,9265.592593668875,10285.527752336255,9667.273313614149,8279.924219895785,10722.41161476491,8125.039476438192,9237.829989735614,11546.83236776504,8261.8786730111,9147.288200464143,10056.157043140855,6947.538167694428
INS_HUMAN,INS,42801.85937238337,43095.86017433275,32076.00031837601,43537.38666406404,32340.756770903332,0.0,42608.18803204687,34814.441718840564,31059.66083258898,55379.26115344519,42338.877899410414,54499.16568548958,32680.6724827127,43904.02069265232,45338.033586486796,0.0,34542.45909166793,42507.78001743844,40110.18174087785,50610.055193671535,39414.96303364894,41623.67445850129,42756.91930057058,52511.459453845346,46132.11551041043,46597.21891090804,34669.31256782947,57121.15346168472,34241.510298924666,42730.663902515866
INSIG1_HUMAN,INSIG1,23871.182207545848,0.0,0.0,0.0,27607.450977048564,32144.20005843518,0.0,21060.19950282011,22656.77150423483,29375.503960151877,0.0,32339.786137923118,23978.284260447126,0.0,0.0,25337.80900814254,0.0,0.0,22915.137087640454,0.0,0.0,26623.994782606846,34701.754128684915,30582.077557727614,34199.02871898063,28076.29425761985,36247.82986167931,20313.747042668092,23911.600149204558,25793.830978164577
INSIG2_HUMAN,INSIG2,26487.508374221274,27625.815429382452,31486.58923071486,30654.74803369036,33475.641798008925,28322.43966794834,41035.22223203022,38762.71865525305,49889.74852870126,51216.11280899106,50556.41401869157,35531.43262438944,62837.402721845676,64241.54914460736,0.0,57605.97422687351,72207.80896387184,66849.32883495011,77470.12775685493,66801.70354298809,49103.22407253904,0.0,74812.23094075879,80452.63563709207,31547.572851813868,29411.08912312984,30545.702479094507,26577.890225058414,36048.88157869818,39015.3981652392
INSR_HUMAN,INSR,81761.30806493184,64731.48781530531,53189.98075425512,86031.08869893792,68192.39434994925,61160.79966865073,73779.97834529338,83827.26212323118,77258.06126787541,77949.70568323217,96441.88310349069,73302.88333562427,0.0,77090.96234342792,67345.3790699288,77974.98705812471,99091.47235595265,74529.22093466274,76637.84759018804,0.0,59424.849591747065,81106.14636835291,54905.32189425232,82642.68546624668,75241.6972878262,84707.33353189197,53299.21586645847,81601.39388306031,88205.58140667217,68683.90714971314
IRS1_HUMAN,IRS1,73653.42260889671,0.0,0.0,113320.71130391206,77275.74993322007,88028.30088351623,75251.50626989373,66449.01323264877,77468.16202096669,70600.32278592366,72134.53535972169,68422.31721781426,84031.52806325609,88100.5504491705,75161.57127207323,116523.28624293221,68583.17421181123,59546.81461871808,74101.09776597074,74567.73954418465,65533.02031240801,101809.73472115585,82925.28710932896,89524.6082566953,60612.62846955733,100495.6166449967,61786.49855798265,84765.09360274339,67877.40133937352,83825.29377635491
IRS2_HUMAN,IRS2,6679.8683226686135,7941.80468562199,0.0,5880.246161817885,6307.181447950183,5560.794648071304,7566.889739848227,6481.063760140468,7214.365037322641,7866.187664116553,5384.854091262543,7273.650032968325,5907.282390100431,6171.322746164168,6586.866404412563,5566.108649429424,5184.702277441761,6381.140171247369,6465.496603307033,7590.071404687443,6109.372227804365,5599.804069592461,6510.043045993992,5624.425432072384,7887.0871654795,6388.848037148038,7068.817961594385,6009.613865054718,6759.6016311282265,6840.911900090806
IRS4_HUMAN,IRS4,11434.365581619546,12724.306605990363,11641.347920345526,11516.64699901843,12120.782683451649,9587.304007867093,13280.519234958789,10528.302354035235,12027.321655166867,12843.177530909412,14070.582300411335,11950.387340109728,13182.171113141912,10925.642913069683,11858.25463097791,11961.587047816474,13929.765616504224,13326.894849026994,14152.446610774145,11805.779481505331,7881.375351531188,8329.179380326332,0.0,11681.429828217055,8707.320458153958,12088.334481816491,14325.278431610282,9995.674224827788,10215.336495369684,11452.435551121567
JUN_HUMAN,JUN,35784.825617877395,39338.89614313443,45582.93690637334,32541.326649138387,45375.770808927075,46057.89993327409,60233.693372653404,74699.7564913155,48425.794800479336,63949.74276518172,49317.12580600896,58583.906516940355,0.0,89260.052000488,95344.13251082179,79323.29549829931,88806.22013896612,82942.46154828368,115454.69476058609,107686.45607891619,106299.75665170474,151733.9001514889,0.0,108314.80701261881,30597.315122559226,36855.545496016355,28703.849220226577,53654.0636577877,45298.28653201338,29111.59703743269
KCNJ11_HUMAN,KCNJ11,18330.785512386683,18643.108720887405,14281.539106002829,18460.15406723825,15053.566145911149,14335.949132304839,14830.990750450166,21321.862154391285,17269.632972077885,19824.849694081186,0.0,15351.922472189102,13168.884555475744,14836.416666447176,15884.654928431197,15261.184733331198,14316.072001426382,14555.46375689153,3599.1823721221635,4029.9873847984186,4943.071121368352,4160.707841715609,4133.75696011229,3858.1420432203818,17480.017917205372,17928.196431334945,15736.234739654326,16468.18544632803,19347.41396260043,16983.696529587916
KCNQ1_HUMAN,KCNQ1,162251.51432979503,171277.85180271385,178034.07056323736,161660.32014822832,148499.97902833237,158340.6813458246,189048.0980234586,167839.8909103853,123077.665224406,0.0,154376.38180926372,147823.226264369,187766.91278221598,184530.8799304278,153491.60235477923,0.0,122252.41660129899,148588.50260732364,147421.40121171373,128173.62528337471,197763.2945105319,147495.07655042488,185341.18989622212,124467.91144637283,153253.3363072329,167153.54483148878,154572.16833747507,152003.39653373454,253869.9660328626,200312.0697772665
KLB_HUMAN,KLB,0.0,60276.4678194252,75777.62346611342,61248.58649838026,76592.98045821431,47697.80304022698,0.0,0.0,83482.38778769199,0.0,120139.68534102524,121062.31936857522,0.0,0.0,0.0,0.0,0.0,161012.7584223774,0.0,257653.53442358776,190780.63111868966,170950.73664425526,0.0,169293.74603235393,73785.02695460065,73751.23546701236,57753.3959292458,56807.210488166325,70640.46050463874,65022.052627205514
LCN2_HUMAN,LCN2,11041.328405365704,10731.877626326328,11424.034841931629,10447.765204237812,10063.316495558258,9050.14073752604,10321.231019865161,10498.695272844223,7174.966213247052,9193.786118727367,11362.602955597273,11242.890267224013,12868.183447809086,7513.686535982836,10308.922793985168,9719.613683179237,10797.805365494727,9738.65930969307,10395.463782594175,9131.950733017815,9888.225063665099,11624.936150491953,7198.699948886454,9604.562936935456,7438.867955206553,11023.885034010407,7703.300777327367,11123.572608772522,11563.891470801947,8713.87834832472
LDLR_HUMAN,LDLR,8654.343110285521,10920.28017717357,10097.151867317198,11953.896233749883,10346.518393193992,0.0,9997.692550180696,9347.569080425304,10120.237294557102,8016.364997960805,0.0,14921.929527255495,8601.86671591152,9101.904844274384,9173.536954944178,11815.529332043323,12853.891409509642,0.0,7594.172299201249,11361.568412774855,11984.94276579518,10233.833493580581,9740.33295842725,9893.146223939415,11679.911236643315,11112.994205129677,10498.465453854842,7936.308609037663,11235.893921246003,10689.5208274073
LDLRAP1_HUMAN,LDLRAP1,5365.9688300590005,6194.082358809979,6651.384302889406,4379.989080451244,6582.67712821279,6529.453345712558,7469.632735186369,6620.415680145676,6772.917542227799,6101.843267946479,6171.789621409386,5409.9329205646745,5360.772277469673,6081.55750903507,5638.033458837189,0.0,6435.73463159943,5824.942176823659,7009.679922947724,6342.374814753981,7274.242333220586,4376.3509981602165,6848.363761629061,8098.893896584079,5447.775187953172,5016.127932036921,6561.695425192362,5668.930705249806,6783.045166838178,4420.552433987478
LEP_HUMAN,LEP,33010.7745669978,31269.372247126597,36561.761917693046,28987.49253338159,26739.50549333247,33665.48607980105,30712.74263292604,0.0,32359.08683288533,37722.90834875047,40068.200353778666,36748.83448553323,30335.09075283965,37674.011208408396,37465.06392389307,27661.64644196164,27415.819376424137,34477.15924524354,28176.148523015054,0.0,22222.30095399899,26146.82454789941,28685.965482269363,36178.19339122961,31157.503475376074,35878.93921555009,35707.36276245796,34802.056841365076,26729.319464085478,35055.09358468176
LEPR_HUMAN,LEPR,12609.436836486966,14043.120280456807,10845.657081595667,11074.864414005631,8200.889534699803,15557.426458894277,10420.821570781081,0.0,14140.57527553307,11077.65925258601,12129.04014391922,0.0,11788.08428619418,12714.984293106496,11581.153953011742,11168.96016553,14161.454694070486,9971.216161551896,12152.878166059862,10785.428965236357,11194.003353417287,13508.470458012185,13029.225518850071,11817.3164092681,8955.245401690712,11927.987931794685,9988.803508525989,12169.933398184327,11033.00999149712,9143.808832559253
LIPC_HUMAN,LIPC,10766.37321936476,11809.406830610964,16416.943651531248,8391.644815407153,14072.223096398873,0.0,12282.663331030051,0.0,10002.357155443653,13620.609460562995,10906.018332801323,0.0,0.0,9124.275795586645,12211.14851804,10908.09674835675,9831.219203941371,12537.777372816063,0.0,4160.391765554413,0.0,2820.246089305373,3039.968789685369,0.0,11695.757102857773,8356.852795161505,12408.373221002294,11630.673188241082,10843.430397960612,7804.121140254167
LIPE_HUMAN,LIPE,5348.331578505815,7548.947048674182,5466.431344112221,6299.285961280032,5674.482415645671,7444.067469700987,6676.595744290195,5408.376082949577,0.0,6251.851827028833,6310.442338253221,0.0,5860.3414641930885,6195.863704502978,6205.134903235646,7630.558575522724,5995.839450135084,5726.280815760997,8778.464599809688,4964.565665104779,6419.693786081084,6818.599741741549,4675.344669996912,5788.431794322213,5641.367968109152,7260.86979891702,5828.913015606936,6022.512685720677,5496.9264677999345,5200.060323929411
LIPG_HUMAN,LIPG,58238.2944582738,46944.02062108681,0.0,49491.85810056487,49003.166760545406,48091.48392264351,50322.928907459755,65083.686562788615,64914.34416289189,52669.22622799766,63830.07350196404,54906.661732931614,56283.754216402,46939.91242242768,54779.21181110575,48592.03831077862,52783.37860088023,57864.8073056407,54743.09956928786,54737.61750755101,50714.91579973711,44212.81489528817,57162.98108715018,0.0,62312.95913035555,51268.77684079938,54539.109496547666,46236.67693384585,45820.77036429402,61149.93310970808
LPL_HUMAN,LPL,12336.174172720692,0.0,0.0,0.0,0.0,0.0,0.0,9981.852043769291,0.0,10038.550648853221,11320.287166866316,10938.815527477149,0.0,0.0,8932.144756638283,0.0,7796.870594228287,0.0,0.0,0.0,0.0,0.0,11109.169112624344,0.0,10494.96646201988,11125.552049775668,11158.359732088698,9954.476497741942,8564.385755198115,8790.92565737086
MC4R_HUMAN,MC4R,9074.901109246937,11102.018143039684,8808.143090083315,10387.572220910217,8039.091903522117,8417.387287002623,0.0,5878.363824394445,5049.134890118919,5986.880782109498,4431.610266398224,7107.793465477664,1464.0904487379435,1700.2070061722716,1483.6525721383969,1770.204501060262,1627.5690851647262,1434.0738590241642,1037.9596984467682,1699.1978808341375,1149.4355608861422,1774.538232848914,0.0,1650.6857215587188,9499.712740855832,7647.452391710241,8302.99646256471,8520.737610627148,8305.273548730791,8293.473057392494
MDM2_HUMAN,MDM2,3091.140504810731,4925.291611772269,3973.5870640946882,3317.8305276196074,2864.7011553135303,3207.6439754844228,3289.491676505768,4015.2311158641446,3104.9910434885946,3126.9636941482986,3994.378069023764,3363.224406546421,3994.324813995334,3419.849996586144,3423.2962675373287,0.0,3947.8280150287187,3295.228039906068,3987.472657672813,3071.452778253484,3395.2816809742217,2919.876857502239,4012.031312653312,2920.580124423063,3308.865774919144,3587.947576357878,3648.6405149144134,3494.9247717707694,3805.863017087259,4131.950134420034
MGLL_HUMAN,MGLL,27857.60247324383,36070.02427610685,34632.314963562916,31060.23575914633,33661.29677247665,26409.159000490752,26122.123123668105,35947.78675851148,32231.270912304684,33399.167459251374,26846.198034856792,39494.58291527011,35322.943176378474,29376.037795245204,28721.618981403783,26400.50278886921,32638.314344408955,31937.294942571993,26814.70681281459,30203.340935417284,40204.94671924465,25216.08990740912,0.0,31210.976494802737,35853.01108673066,24576.749196871322,30581.35260541519,36407.4023331444,41881.900867739576,31286.492110180207
MSTN_HUMAN,MSTN,23309.829092495256,28042.989885181712,23430.810786846454,32946.58230261712,29846.664795920486,25056.58999294424,30441.700000167264,19982.98097308502,24420.799502443777,30153.095265381377,25993.665248641562,27144.964034245033,36405.247186762186,27478.97416931824,30005.56632981537,22822.655471370104,28076.129364881337,34675.752344169116,26857.29548359809,28095.5840413675,26800.93713816358,25022.57405837977,27989.47741547918,34595.975714867534,25981.639299858136,30473.325830643847,29810.57161955925,34836.03326681064,25079.647932480602,20772.517691877154
MTOR_HUMAN,MTOR,58341.11843053812,50837.739351684795,46095.95695781914,46115.21490359459,0.0,46909.83085478563,56242.58123601404,45818.15502129281,41758.02996226388,0.0,50570.2779611522,34288.16153618581,41372.87585421547,40945.862142357764,46388.450044737205,44216.28776900717,60439.54141179476,44965.42889169293,39637.28221196468,39297.31902398224,47088.8434481541,49508.13992405223,51052.86842908248,51306.32388567147,46226.42446356995,43363.46760893745,51220.87260838872,44079.521442022844,54336.293767451716,52008.96654844691
MYC_HUMAN,MYC,0.0,79461.19418227172,0.0,0.0,0.0,0.0,0.0,89583.53798192833,0.0,0.0,0.0,0.0,0.0,0.0,91586.04868020903,0.0,81598.95097532586,85828.62958012459,0.0,0.0,0.0,0.0,79022.19509030732,0.0,98009.79864101775,77888.23242807195,79649.55174538495,101314.75482571915,74926.91559018318,115729.2068046294
MYD88_HUMAN,MYD88,30982.646775570116,21260.186013758048,28670.905442112497,29272.057364816636,21947.651618247473,31018.27880139299,11664.821568762709,11957.663008880192,17515.703889617205,0.0,14977.851297903551,12549.920559350649,4103.8333297915,4471.7529541658105,3473.0750281262176,5006.674472766105,5585.578830758518,3914.2069648699508,4245.269149265124,4946.235994864958,4738.1456119989125,0.0,4540.939590983852,3137.43005077539,32478.494504041486,24041.1291286339,27798.999416817263,36015.77640632287,30371.16645610483,34761.98012425788
MYOD1_HUMAN,MYOD1,13935.023684072014,13630.393744434723,14822.084425855295,15804.805756386542,0.0,14992.830189320319,0.0,0.0,12657.425381179726,14541.83197729869,0.0,0.0,14973.857543914803,20207.544051753008,15057.992611352302,14448.82231462878,11281.735014976442,15198.546022791927,17387.866511707005,16896.49348160439,14029.788340845571,22174.73295557997,11525.115089109511,0.0,17586.756920787077,13965.255019351656,14545.71244763985,14140.006146989865,14599.852244440446,16678.925009620973
NAMPT_HUMAN,NAMPT,0.0,5600.795851868126,0.0,4432.511780944518,0.0,6427.828440292446,0.0,4287.184735802386,0.0,0.0,4391.922242788623,4940.599651795628,4517.717638933078,3886.106249710935,3622.2173495397815,4674.031510782932,0.0,5668.0543929842315,0.0,0.0,4899.319061914074,0.0,3761.322264258863,0.0,4001.4556447332643,4095.3829016989603,4142.753094492398,4194.786441333022,3541.835491967797,3749.978610247519
NFE2L2_HUMAN,NFE2L2,0.0,21304.365196606333,0.0,28414.5073093363,25071.578627816536,21354.76894012341,20969.07919484397,13151.372096086876,13528.85048863586,14263.309774809813,12579.01231429273,15267.9033716376,5367.078818736332,3990.1484151821855,0.0,4394.556163826786,2943.7820261413904,3865.2871278447137,3846.4232756306847,3486.4362304838914,2999.259897337197,3478.5896150358244,3048.5086830155474,4414.404861515875,22087.649667583097,26308.437033400267,22848.277130478786,24808.11072929401,27715.868098249695,23471.863789157895
NFKB1_HUMAN,NFKB1,0.0,27864.665015550534,0.0,0.0,0.0,31758.99817864291,0.0,0.0,0.0,0.0,32770.22206291036,36691.78681730443,0.0,0.0,0.0,0.0,33477.39062493491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36271.48389150792,20646.116753635713,31119.510104980927,29604.93190024571,33610.681394735555,42601.53412279932
NFKB2_HUMAN,NFKB2,31025.384470386103,31516.67407160511,31877.222206249324,22437.28169614549,32678.192608832975,29352.0209984281,24434.966003083144,39935.011947697334,28830.27586797372,23052.930780322436,26814.972285088425,28396.867226742503,0.0,27289.116488884283,31575.295930619315,25295.699546651274,28905.340801035672,26942.563857213278,21134.0858771869,32390.126940950944,24720.21258971149,23555.09739026918,30254.083547095837,30190.578106524223,29972.352221615725,29244.519488852897,33088.396301632245,22012.21623516304,29527.45951802116,31477.647290940775
NLRP3_HUMAN,NLRP3,2144.263197459787,3069.4472097478015,2601.2980224743083,2724.587664204228,2988.382054979306,3386.476752652495,6404.104951917883,0.0,3681.925420576913,6815.123600205737,0.0,5096.165121385424,0.0,8088.726855168444,0.0,7285.090765149346,0.0,7530.993669250876,0.0,8162.615784200584,10105.523963519707,7120.881223079712,7807.182019147137,0.0,3886.7651004766226,3523.0933794159796,2663.963498539273,3519.9845818668305,3130.5561654053727,3838.034906984733
NOS2_HUMAN,NOS2,72902.97347159739,86784.40328104382,47924.48552405753,72333.02248692438,73357.35031113072,66001.81073139003,92316.7463300815,125514.34103936034,114780.2927283557,143214.87679304022,96499.8757241969,131990.85754005561,125605.51558687555,132668.85935804105,202623.08067900586,145144.19476761445,147499.7273526502,147904.05670516522,305458.9856539324,198901.32156465267,210143.88404241094,0.0,148553.98771375412,182065.4755042361,73673.6259460451,94678.1460523444,91826.08195609854,86068.01320931816,76474.54161291494,56952.87701395054
NOS3_HUMAN,NOS3,41641.38524824823,37538.83210299329,38110.625369907895,0.0,61855.142255138766,39745.9176065536,32832.543507925395,44448.205648083975,0.0,39358.73295304359,34735.4370660077,37288.45373152842,39016.75157816365,51719.146788784084,41359.37225829887,39424.588315847104,35354.80373601458,46911.90373356818,40360.05631005652,34912.659519998,48551.665810118626,40694.47640083986,43080.916266694854,44742.46941510255,45894.27827299092,40381.55697637514,44523.779660081374,49871.3530348815,50962.80388271792,33660.90778782312
NPPA_HUMAN,NPPA,0.0,0.0,21755.76948905795,0.0,14678.58154093512,0.0,0.0,0.0,18257.589931246162,0.0,0.0,16572.878769434665,18477.114558302284,0.0,0.0,0.0,0.0,0.0,0.0,13065.725369840839,0.0,0.0,0.0,0.0,14224.503989678664,13648.453058695422,16287.093744415657,15177.431856832602,15637.981076278968,13388.695418353072
NPPB_HUMAN,NPPB,12631.845962366235,14259.795467446887,15867.970803276074,17208.91396555035,21592.990948942108,13350.7551139579,13711.858723883273,23339.104303850956,14805.235090422488,18937.705671094256,14541.518131080995,15400.170389800505,15090.471031490306,0.0,16732.605945134004,16062.163984321678,15980.686774662016,14103.294161747966,17589.48263854936,22985.795994391607,15840.974721571576,0.0,19679.49275057925,0.0,13070.395945922775,15735.427369184285,18534.802690496213,14562.94388347604,15428.271692147853,17310.964825810915
NR0B2_HUMAN,NR0B2,0.0,3083.8899665632157,3926.3931654017274,2814.138159841223,2896.1205271474723,2832.5038107423757,3567.1513800744133,2993.850598942345,3717.166424306098,3475.507844004213,0.0,3572.2146979968993,0.0,2821.395560384583,4114.209693177393,4073.836284554068,0.0,0.0,2693.064732419498,3204.115040651151,2756.4723854732756,3303.309342282114,3126.974354927009,0.0,3468.3165933041605,2901.4080778430043,3388.9056199157,2937.3830699677937,3248.691224078249,3746.706632664424
NR1H3_HUMAN,NR1H3,32411.22706223249,41257.309667310314,32472.32972361192,31560.929600706368,38464.283617309164,33251.6754288734,46126.13242835684,45549.12880058816,0.0,41339.401378669245,56664.880442225134,54987.41528241194,68886.16572796679,0.0,90858.12314191868,39184.50570953242,84195.81764361406,56362.45484641636,101394.64896764478,67504.52661119809,76354.03615230559,89292.46273051832,0.0,81225.70428039342,27561.819515611653,27886.410527262287,29107.438115523266,32474.695309747236,33355.34428854893,32074.671606510365
NR1H4_HUMAN,NR1H4,18238.00434952576,12868.626367171726,13361.448761378726,14828.364879941626,15215.3570726268,12862.445663811992,14272.31812773897,13031.541415522704,12947.744854766632,17412.049005743895,15695.303387118,15598.515963859276,17667.546866549084,17088.566629650166,16138.280809235077,9519.689313431249,0.0,18403.254922330638,14768.584337204162,15056.060869662506,18389.678101505473,16854.40520820101,18888.73674035969,13606.180168877476,18298.308007477946,16964.115421102517,12331.660852504461,17392.91882275246,16556.88597491073,12749.100634393175
PCK1_HUMAN,PCK1,0.0,0.0,0.0,6118.4062726311295,0.0,6986.955888340996,0.0,0.0,6605.773204912247,0.0,0.0,5816.828362495215,6288.596679340225,0.0,8577.200777292472,0.0,0.0,7854.872863331459,0.0,0.0,6125.941672642211,0.0,0.0,0.0,6343.683158412682,4861.453166879912,6416.805970983771,8159.506391169216,6259.806020218301,8397.130070783742
PCK2_HUMAN,PCK2,175498.52895178983,187678.21563498062,189696.4804965769,149782.0989648694,116337.86642521575,0.0,145107.26848535775,171919.3302341558,124780.08901218679,215171.81435231862,111654.74164368561,176880.72448931015,166196.31444119668,161035.20152951733,134941.36565836615,132270.833896131,133232.58506605626,170946.83592362347,174286.80800496013,127234.61968286293,160201.39049101056,165916.98624936133,143971.80932588974,130569.7722205123,134210.46437024817,151358.77225525392,111234.5130359729,151080.87120986174,119544.99628983013,186376.5515958936
PCSK9_HUMAN,PCSK9,115340.97520258458,109170.61550230162,91365.23317432324,107825.31186872863,0.0,149716.52708134722,108756.67225307203,133556.90587567686,106138.4025915957,100824.94950863523,103732.48876615976,108334.0387499956,0.0,0.0,117195.18863137603,0.0,99494.70746897408,91229.80030028452,93047.13525853005,104013.62062649649,81414.04702563408,75548.76391896674,118926.26338948017,98821.26962916738,92254.22778575972,107556.00688545806,82565.19334310514,113807.23009085745,93706.42043374969,81595.27025071553
PDPK1_HUMAN,PDPK1,49699.85552165441,0.0,0.0,43013.649037797804,0.0,0.0,52527.88343873021,0.0,0.0,0.0,0.0,40346.89893913124,0.0,42552.260062393,0.0,0.0,0.0,37079.95684258922,0.0,0.0,0.0,0.0,0.0,45665.71288480924,46633.8794942029,71742.73517436866,48955.308735046776,56141.90099418804,42974.84749363608,42710.31081185816
PIK3CA_HUMAN,PIK3CA,21322.556879076452,20795.029383355617,24720.145901588086,20260.4470502954,23800.570318981852,22481.893898566927,18896.166319316795,23149.43100543074,19535.359255879343,22618.9826000694,17529.297177545206,0.0,16614.232893579036,22318.57407562274,32800.30588574808,19770.99522442287,0.0,24243.18115671948,20940.653849956376,23793.106631547038,16760.796587677803,24367.310483926252,25222.75478147694,18111.870063395352,22772.019664578387,16691.8917570532,27483.3792461524,17507.297869109247,17524.890842382854,20823.139460176604
PIK3CB_HUMAN,PIK3CB,0.0,5609.389783464945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5602.505482270201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6189.35955706953,0.0,0.0,0.0,5727.0111096894725,0.0,0.0,7209.696157386848,7843.229823775218,7507.226392029412,6449.546201787176,5898.165675841136,8411.65775958661
PIK3R1_HUMAN,PIK3R1,28821.738935863545,26081.30385793192,25273.84028209059,27049.708479832796,18633.01108426955,24292.26043592188,21130.385973779543,18072.250138721993,21478.59722536911,19784.372590199022,0.0,19467.110506866386,29824.678012946617,20625.53032317888,28673.502320732005,20762.26637152235,20134.016438896786,17913.796560527673,18692.893516608892,21203.86983291779,20433.130551990977,17917.73911797932,25024.651289351328,26054.039390518876,19277.27995541949,21531.530202678947,27430.69734304363,24426.156241171935,19064.518101075286,19792.322264570485
PIK3R2_HUMAN,PIK3R2,31564.43882892114,39084.158272322464,42836.85575958655,28457.629404939034,50181.76924610436,29701.663674530373,32151.933621371063,26543.749747380185,30767.8280155495,33218.30573920682,39164.2340618484,29554.18567883833,33424.96918024587,27554.575768280352,36734.53079829387,31862.55375199846,0.0,34853.8959170143,43296.95674308707,29895.361201992662,37570.12658413549,24406.64531453064,37625.59669338349,38976.96182649326,33240.53063769278,31875.330992128434,26680.527857384255,38884.891666922136,31230.575054168978,43593.39293438817
PLAT_HUMAN,PLAT,19168.018482005777,17517.011744413423,0.0,15440.060405300155,0.0,16273.627773152974,17081.535384868723,20808.42153557544,19134.43006811828,0.0,22626.102918470744,18597.259863429703,23169.491042898386,28087.676278011284,14117.383771847726,20107.609887681614,13400.630508080283,21940.272224943634,17878.12703662407,18379.772843935487,19232.442927020475,26957.304067278463,17983.936184688042,16902.16150206676,25341.641820031266,19414.030133929933,20721.84559168575,22373.844191059,13963.873819113249,13659.510641224733
